UserID,EmployerNumber,CreationDate,Username,Password,Level
825,584397011,10/3/2003,wlanstonmw,FDHcptTSReJ,Jr
826,2249110611,12/13/2015,ldjurevicmx,yvnJFM,Jr
827,4100806175,7/15/2021,mgreenshielsmy,4g8Jwotaf,II
828,4497145808,5/24/2015,tgleedmz,Zsqrf0tlWpC,Sr
829,7469154779,10/31/2020,jdjokovicn0,C6zOiZZ,II
830,4816097864,4/22/2020,toheneryn1,bDhKx7mW,II
831,3679876696,8/3/2013,faikenheadn2,ZKIThI8,IV
832,2401632891,4/22/2013,rguyen3,MOIVEn1UYl,Jr
833,1579490247,10/17/2007,jcivitillon4,Tvxa3KWSL2,Sr
834,6345452181,10/21/2013,frekesn5,TvhhTV,IV
835,4159540872,8/6/2008,vbamlingn6,tLyk9Zw,II
836,2764797958,2/28/2019,nmonksfieldn7,GIP6FhY5790v,Sr
837,7909472234,10/22/2008,hfriseln8,id2QfLl3qj,II
838,1198008563,5/30/2003,kerbainn9,2tg7LWiX,III
839,1637354916,1/2/2019,nlambertina,7d5ulr,II
840,364850655,12/7/2009,ssleitnb,0gqzWf,II
841,5543228945,7/30/2013,lleversuchnc,4gkuvreY,IV
842,9873784985,10/18/2008,msockellnd,rsoYN5,Sr
843,251654710,9/5/2007,ksommerscalesne,tby0541I,Sr
844,4198550719,11/26/2021,tfranksnf,wqoc6Vzzb,Sr
845,5754563167,6/23/2021,kstottng,jADi9hXUd05M,IV
846,1007315539,7/21/2002,bohalleghanenh,tCfccIsS,Jr
847,1870915690,9/29/2010,csigneni,7kD7QDBNafpv,Jr
848,7619565191,3/24/2018,jcavilnj,dmnLM9xs,III
849,4074228378,10/17/2005,dblakeleynk,Pza6SqO,Jr
850,1281535591,1/18/2005,amundynl,h8jJvosyp,IV
851,7038845209,1/4/2007,wlistnm,A5ph0SFlL,Sr
852,1784140082,7/21/2002,fstockownn,gn0q8oj,II
853,1829830104,1/4/2002,nspeeksno,o8AvjC,II
854,6759439899,4/16/2015,jbrunningnp,5rJfeOc,III
855,5751098706,7/21/2013,ghailnq,yt1JjY,Jr
856,3531170414,3/3/2010,kevittnr,dDz5CF3G,III
857,3802908481,9/2/2005,egrishanovns,Dcu7tk,III
858,7439888960,3/20/2020,ftutingnt,hqHVa3egA,Jr
859,7738045868,2/5/2010,rstapforthnu,uANqIdK0,Jr
860,5767334838,2/23/2013,cfeckeynv,kfsNapzZzCd,III
861,143236768,11/9/2003,mcastelnw,GO8xz3,Sr
862,613882792,1/27/2011,mcradeynx,GzFNXDVg0tO,II
863,1370126239,10/16/2002,shammondny,89wXt5,II
864,7251729903,6/8/2007,agollinnz,ersdj4,Sr
865,8437027403,11/29/2013,crihaneko0,4dT7qXzz9qYM,IV
866,250212137,2/9/2021,sbuteo1,papD9AzY7,Jr
867,4451435404,12/23/2005,llanneyo2,WeXvf4kC,Sr
868,4430714959,5/19/2017,mdennisono3,Jvgis9W9Jn9S,II
869,1365647269,5/22/2005,cpresnailo4,ZiGrYfw9,IV
870,985563575,7/14/2003,wsockello5,QQtFqW0uQ37,II
871,7249476459,8/18/2003,klindeboomo6,u7LNAc0b1,III
872,9626416351,11/23/2006,isimeonso7,XulIbTPq3g,III
873,5517019722,7/9/2006,mdimmocko8,a6SdlYO,III
874,2136060066,5/2/2008,sbaskerfieldo9,RknEgxav,III
875,6071927900,8/24/2008,bjohanssonoa,N5Iy2W9s,Jr
876,9814085049,5/30/2017,cmuneelyob,pyVJAZSoE,Jr
877,3014059331,7/26/2006,jgonneloc,2LKfdoq,II
878,2152160002,5/26/2013,lmcgillivrieod,AKmRVzNR,Sr
879,8373632166,1/19/2002,hnewarkoe,hotPdePlT4v,Jr
880,3280373859,1/23/2005,klipsonof,DHzshWdAgKB,II
881,1079660011,5/9/2009,wbozwardog,uqGOTU,III
882,8585495995,9/11/2019,barchbuttoh,jm6OmKB2ZmW,Jr
883,3075189596,2/13/2020,klinnitoi,3R66eZptPRp,II
884,4839318271,7/25/2008,bbyarsoj,Q9er08iBp,Sr
885,1521813337,3/6/2000,xbaloghok,vrHkNZ9vs4X,II
886,849225108,6/29/2019,croostanol,rCq1fuT5,II
887,2707880361,8/29/2010,sseideom,jzdmDfUg8prR,Sr
888,5371820906,8/2/2015,ywatkinson,6nySB5M3,IV
889,4354959038,2/25/2020,swinsborrowoo,6cet8B,IV
890,2460082819,3/26/2015,lfilippyevop,V7QdGzgfurh,III
891,5625161135,10/26/2002,rvandevliesoq,zqFIbmSGM,IV
892,8728161483,6/12/2021,gwaddamsor,ntmIdIxPj,IV
893,6292155730,2/15/2004,sgoneauos,U4X3hYSu,III
894,8121272904,2/10/2004,ayurkevichot,0mbq5Jcmh,III
895,108833941,10/26/2010,ascarlinou,pPxHyP,III
896,8032149759,11/29/2002,ahalliwellov,kMaeKzMeVZ,Jr
897,3498288873,2/28/2004,chawsonow,IqW1yVtdhLS,IV
898,9540959748,1/18/2014,lyakobowitchox,oAEJL1n,IV
899,4865786538,5/6/2013,alaffordoy,sE3qCVm,Jr
900,197974937,12/31/2006,dquinnoz,8Okb4g2AE2lN,Sr
901,2063456879,12/27/2020,olockhartp0,sWSkKrtV,Jr
902,6960232333,3/10/2008,adulakep1,MuHWMuDTw,Sr
903,2078428752,3/23/2002,elaveryp2,vapdyX,III
904,8175744138,7/3/2012,ghatherleighp3,nHGV4LElKN1f,Jr
905,7526765913,9/3/2004,csheplandp4,2P51z9CYZhoC,Jr
906,6780866458,9/21/2018,bkurtp5,KmmLsZJtR2kc,Jr
907,856710970,11/23/2017,fandrewsp6,lIDTiIM,Sr
908,6961177964,8/16/2009,ecowlamp7,coQA0UaXS,IV
909,1179730224,11/17/2005,lopdenorthp8,t0ndJVbpo,III
910,8257668869,10/21/2004,yseyp9,VsfriRR5Gfr1,Jr
911,8510063419,11/8/2001,bellspa,9QhUqMD5wcZp,Jr
912,7680564981,11/8/2001,jfarhertypb,oJFQeowwqF2,IV
913,8025395103,1/7/2014,csimpkisspc,WBASlzKkt,IV
914,1251997368,3/16/2013,bshearstonpd,HNu2Mb,II
915,2151302938,2/22/2019,ulegallope,ZL1QNb4,III
916,2770760424,11/29/2001,chindshawpf,SarLuH6L,IV
917,9149938398,3/20/2018,dpetreczpg,OaatmlRCX4G7,IV
918,2700027833,1/11/2000,hshevlinph,HJceZR0tCI,IV
919,5934705032,5/20/2004,kohallaganpi,JxedqcfTP,Jr
920,9614058447,10/9/2008,alujanpj,BXma7LpDUW3n,IV
921,7718390152,6/22/2003,galexandersenpk,hHfXGY,Jr
922,5063972314,5/20/2010,cfantonettipl,37YXld2,III
923,4023742449,1/31/2017,efuidgepm,AsvTCVaMHjCS,II
924,6679121418,3/26/2009,mcrocumbepn,Usz7zPG2,Sr
925,103056017,3/5/2011,lknowldenpo,NqkfLe,Jr
926,9999141498,7/30/2012,gcutchiepp,xODzYpZMRrF,Sr
927,5507427372,11/21/2008,wedmedpq,9Hng0rGG9Buw,Jr
928,5254386916,7/18/2011,deplatepr,81vKmNdkCU7s,Sr
929,9796831872,3/12/2018,apeaseps,gaGNgjz5b1,III
930,2716990573,11/1/2016,delpheypt,jleT9XYjoXg,III
931,582243025,6/28/2019,sbartolomuccipu,kau0zg6VCKp,IV
932,3618838557,11/13/2013,ogravellpv,1J39ov,III
933,5243832227,12/16/2017,rfossettpw,AodMI31H,II
934,6412240888,6/16/2022,jmclisepx,8VklOWWIq8,IV
935,9946370980,1/31/2019,cwestcotpy,McoAOgg,IV
936,2427334251,3/5/2014,gdudgeonpz,xbwDi53t,Sr
937,4927962547,6/11/2002,mtrustieq0,XHik2IzYifEt,Jr
938,5398376799,11/17/2000,shalversenq1,x152D2acpdx8,III
939,7067197694,2/6/2016,pcarruthersq2,qiYWbPmO9fF,Jr
940,8471358727,9/13/2010,ecradockq3,Ny3btf3yb,II
941,2798795486,2/20/2011,kderocheq4,N32AfsCjhpl,III
942,5729426186,9/9/2006,kfryattq5,h9K3BK,III
943,1410834549,8/19/2020,mdownesq6,66XfIofV,II
944,4815348820,3/20/2006,rmacgiollaq7,IrVb1oNb,Sr
945,751591866,2/18/2000,ichatterisq8,FjsVNvbVQj,III
946,5589816831,2/9/2017,jduiguidq9,0yVqcVhP,II
947,7621575603,10/16/2008,bfaltinqa,MWc0oUrMDUGV,Jr
948,2966141417,10/8/2001,canespieqb,iJrBHa,III
949,9354119050,6/17/2008,dyegorkinqc,zZwUSVQn,IV
950,729295478,12/6/2016,vdawidowskyqd,gvNDvENJf2,IV
951,2069321053,6/16/2011,cfantinqe,AaNavd,II
952,1373619848,4/11/2021,jkoseqf,e6zY9D2cSean,Jr
953,2963412916,7/25/2016,amccarlichqg,lqcsjgL25,IV
954,6041659347,6/20/2019,awebberqh,fOxnaqP2rLSG,II
955,4382968720,1/7/2004,fcarollqi,lzuRiex,IV
956,9984932907,9/3/2012,sbosleyqj,OU7t59EDHLV,III
957,1226937837,5/1/2016,pohoneqk,0KWLQU0QJnB9,III
958,1903333555,10/10/2017,scowplandql,OpM1FygUfrd,Jr
959,2701678021,3/14/2009,lpursehouseqm,CmxqIcw,Sr
960,6923180821,6/17/2018,ajentzschqn,cZM3A8cEgM1,III
961,4366587203,10/13/2010,cabatelliqo,lJtRpa,II
962,3074335319,11/27/2014,mdyottqp,ZYV7z5xi3h5,IV
963,4302569409,11/28/2005,ccowdryqq,SI780BSsxBp,III
964,1247383946,5/30/2015,ucurmiqr,225oHd,Sr
965,7674048772,7/3/2009,neytonqs,KC6VFUY9,II
966,2839079240,3/17/2012,aebdinqt,kxtFLyr6iGme,Sr
967,7704512641,1/7/2008,tdalesioqu,S2Cj1rv5,IV
968,2337110869,3/22/2016,nlearqv,p3U5WOK4ODte,Sr
969,4673733452,1/16/2002,abaronqw,52e6stBj3lmK,Jr
970,1960963376,6/28/2009,hsealqx,XWWOq5xir4,III
971,4174212767,7/5/2013,hgilesqy,s0cRDzYRQPA,II
972,2295758602,12/22/2014,thakewellqz,Xn3dsn2c3Kle,Sr
973,7408167315,9/26/2014,mjockler0,QzXcosLt1G,IV
974,7406235682,12/25/2011,smackaigr1,1VMIHjv,IV
975,3922223850,1/8/2004,rsymcoxer2,aHZQcpyc9QZ,IV
976,8855873393,1/28/2004,fseeleyr3,vOnghoc,Sr
977,1127204564,8/2/2008,bgleesonr4,bXeS7k,IV
978,3452948358,9/1/2007,ecasselr5,0LG28utxmtHO,Jr
979,4621630032,1/19/2022,hroblinr6,1sWR5yU5,IV
980,3665184665,11/29/2007,rmabonr7,jI50AaWChYLs,Jr
981,6438273767,1/5/2010,acosbeer8,SEeycGe7wu,III
982,2579423893,3/27/2002,ggaythorper9,uujpzN4Ge,Sr
983,9825615788,10/27/2013,claybornra,8lPUAzhh2,III
984,2633882307,5/15/2010,fcrockleyrb,dwYJZ15tdcGj,III
985,5974345738,10/5/2004,jcookleyrc,Mksm3mOhKEB4,IV
986,2613634480,5/13/2017,anewboldrd,KQeashau,Jr
987,8202353734,3/16/2000,tmakepeacere,b9ImiKQDTkr,IV
988,3291067398,6/29/2011,kmabonerf,omUWPbHj,IV
989,3239267985,3/6/2001,ldominguezrg,lsSWFbr2kkeM,III
990,5376932893,2/2/2010,pdivesrh,hTuinPH6l,II
991,9958564513,1/3/2001,vfarnsworthri,LRwtdK,IV
992,3801492915,2/26/2021,ojaggirj,EsX5mXN,II
993,5127214261,6/13/2002,ebalkrk,4Fv9w83qG77V,III
994,1854418424,4/18/2007,ebradnickrl,ipfE0I3PYoF,Jr
995,8213240820,6/8/2009,favramchikrm,o9wqTkAr1Lpe,IV
996,7691291485,1/31/2007,gilyukhovrn,rkauyecFuN2,II
997,3761798075,6/29/2019,psargeauntro,EeT8jbDy0,Sr
998,3885537362,7/14/2012,mshanksrp,5y9VrBEN05D,III
999,2255773694,7/29/2020,tlyngstedrq,01zpXgjDmqo,III
1000,1184938180,11/4/2001,iallsuprr,ciujV70,Sr
